1,201,0
2,201,0
3,201,0
4,201,0
5,201,0
6,201,1
7,201,1
8,201,1
9,201,1
10,201,1
11,201,1
12,201,1
13,201,1
14,201,1
15,201,1
16,201,1
17,201,1
18,201,1
19,201,1
20,201,1
21,201,1
22,201,1
23,201,1
24,201,1
25,201,1
26,201,1
27,201,1
28,201,1
29,201,1
30,201,1
31,201,1
32,201,1
33,201,1
34,201,1
35,201,1
36,201,1
37,201,1
38,201,1
39,201,1
40,201,1
41,201,1
42,201,1
43,201,1
44,201,1
45,201,1
46,201,1
47,201,1
48,201,1
49,201,1
50,201,1
51,201,1
52,201,1
53,201,1
54,201,1
55,201,1
56,201,1
57,201,2
58,201,2
59,201,2
60,201,2
61,201,2
62,201,2
63,201,2
64,201,2
65,201,2
66,201,2
67,201,2
68,201,2
69,201,2
70,201,2
71,201,2
72,201,2
73,201,2
74,201,2
75,201,2
76,201,2
77,201,2
78,201,2
79,201,2
80,201,2
81,201,2
82,201,2
83,201,3
84,201,3
85,201,3
86,201,3
87,201,3
88,201,3
89,201,3
90,201,3
91,201,3
92,201,3
93,201,3
94,201,3
95,201,3
96,201,3
97,201,3
98,201,3
99,201,3
100,201,3
101,201,3
102,201,3
103,201,3
104,201,3
105,201,3
106,201,3
107,201,3
108,201,3
109,201,4
110,201,4
111,201,4
112,201,4
113,201,4
114,201,4
115,201,4
116,201,4
117,201,4
118,201,4
119,201,4
120,201,4
121,201,4
122,201,4
123,201,4
124,201,4
125,201,4
126,201,4
127,201,4
128,201,4
129,201,4
130,201,4
131,201,4
132,201,4
133,201,4
134,201,4
135,201,5
136,201,5
137,201,5
138,201,5
139,201,5
140,201,5
141,201,5
142,201,5
143,201,5
144,201,5
145,201,5
146,201,5
147,201,5
148,201,5
149,201,5
150,201,5
151,201,5
152,201,5
153,201,5
154,201,5
155,201,5
156,201,5
157,201,5
158,201,5
159,201,5
160,201,5
161,201,6
162,201,6
163,201,6
164,201,6
165,201,6
166,201,6
167,201,6
168,201,6
169,201,6
170,201,6
171,201,6
172,201,6
173,201,6
174,201,6
175,201,6
176,201,6
177,201,6
178,201,6
179,201,6
180,201,6
181,201,6
182,201,6
183,201,6
184,201,6
185,201,6
